=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-27-9
====================================================================================
2:27:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
3:17:30 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12486.857422, 7.842301, 9409.203125>)
3:17:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12484.462891, 8.660941, 9401.966797>)
3:17:33 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12481.174805, 9.687869, 9392.804688>)
3:17:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12470.019531, 11.239655, 9384.061523>)
3:17:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12461.107422, 12.736041, 9375.275391>)
3:17:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12461.107422, 12.736041, 9375.275391>)
3:17:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12455.335938, 13.702737, 9369.584961>)
3:17:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12452.266602, 14.234102, 9366.563477>)
3:17:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12452.266602, 14.234102, 9366.563477>)
3:17:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12441.716797, 15.556499, 9361.223633>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12438.547852, 15.987930, 9358.993164>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12432.478516, 16.826483, 9355.761719>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12432.478516, 16.826483, 9355.761719>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12429.657227, 17.297985, 9354.277344>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12426.951172, 17.730761, 9352.849609>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12426.951172, 17.730761, 9352.849609>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12423.814453, 18.045170, 9351.157227>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12420.291992, 18.467012, 9349.270508>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12419.771484, 18.534927, 9348.992188>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12416.063477, 19.012461, 9347.012695>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12413.741211, 19.308775, 9345.770508>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12410.777344, 19.644894, 9344.179688>)
3:17:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12407.143555, 20.006863, 9342.217773>)
3:17:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12403.749023, 20.326258, 9340.381836>)
3:17:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12403.749023, 20.326258, 9340.381836>)
3:17:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12401.050781, 20.574593, 9338.921875>)
3:17:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12396.542969, 20.981178, 9336.479492>)
3:17:48 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12380.170898, 22.549713, 9324.563477>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12360.497070, 23.844156, 9310.240234>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12360.497070, 23.844156, 9310.240234>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12344.447266, 25.105278, 9298.600586>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12343.623047, 25.196850, 9298.008789>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12343.623047, 25.196850, 9298.008789>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12336.420898, 26.062788, 9292.852539>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12331.680664, 26.652168, 9289.461914>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12325.144531, 27.531963, 9284.803711>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12324.387695, 27.630560, 9284.263672>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12318.256836, 28.479111, 9279.897461>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12314.127930, 29.083235, 9276.963867>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12308.792969, 29.847668, 9273.171875>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12303.821289, 30.572584, 9269.639648>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12301.680664, 30.857368, 9268.112305>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12298.049805, 31.327934, 9265.521484>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12290.710938, 31.934902, 9260.205078>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12278.133789, 32.517387, 9250.992188>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12274.023438, 32.546093, 9247.947266>)
3:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12229.397461, 33.207150, 9214.956055>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12228.705078, 33.227722, 9214.447266>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12214.773438, 33.678680, 9204.203125>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12201.852539, 34.337826, 9194.751953>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12201.634766, 34.372055, 9194.597656>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12186.304688, 35.645550, 9183.496094>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12185.643555, 35.759956, 9183.026367>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12182.635742, 36.211323, 9180.893555>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12177.742188, 37.171173, 9177.473633>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12177.602539, 37.209324, 9177.375977>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12175.352539, 37.777378, 9175.827148>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12171.966797, 38.593342, 9173.497070>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12171.511719, 38.745323, 9173.194336>)
3:17:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12171.511719, 38.745323, 9173.194336>)
3:17:51 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12166.716797, 40.349342, 9169.987305>)
3:17:51 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12161.630859, 41.947304, 9166.562500>)
3:17:51 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12156.157227, 43.537209, 9162.848633>)
3:18:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12184.183594, 34.846947, 9191.527344>)
3:18:46 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198956818598)
3:18:48 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198956818598)
3:18:55 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:18:59 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:19:0 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:19:14 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
3:19:14 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
3:19:20 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198105615546)
3:19:24 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198105615546)
3:19:27 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198105615546)
3:19:33 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:19:34 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:19:45 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:19:48 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:19:51 | [WeatherManager] Send Data Count is 1
3:20:29 | [TimeManager] Applying preset 9/20/1993 9:00
3:20:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12167.435547, 39.477875, 9175.065430>)
3:20:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.115234, 42.670635, 9166.160156>)
3:20:45 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12142.947266, 46.480801, 9150.477539>)
3:20:46 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12134.771484, 49.764488, 9141.736328>)
3:20:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12116.730469, 52.965786, 9121.271484>)
3:20:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12105.689453, 53.202156, 9106.631836>)
3:21:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12077.541992, 54.061443, 9075.582031>)
3:22:12 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12082.237305, 53.754189, 9072.469727>)
3:22:12 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12094.647461, 53.466419, 9067.913086>)
3:22:12 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12106.433594, 53.277946, 9063.569336>)
3:22:12 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12122.748047, 52.207169, 9057.809570>)
3:22:12 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12135.763672, 51.659241, 9053.117188>)
3:22:13 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12151.596680, 50.627380, 9047.476563>)
3:22:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12149.891602, 53.992828, 9021.111328>)
3:22:53 | "Survivor" (steamid=76561199061045416) deleted object "Land_Shed_W1" (pos=<12149.670898, 51.894737, 9020.594727>)
3:23:7 | "Survivor" (steamid=76561199061045416) deleted object "ZmbM_CitizenASkinny_Brown" (pos=<12149.799805, 50.762127, 9022.969727>)
3:23:15 | "Survivor" (steamid=76561199061045416) deleted object "ZmbM_CitizenASkinny_Brown" (pos=<12148.460938, 50.793583, 9023.477539>)
3:23:28 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12150.263672, 53.285069, 9021.816406>)
3:23:45 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12149.847656, 54.197159, 9020.793945>)
3:23:46 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12149.739258, 54.101589, 9020.513672>)
3:25:35 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:25:37 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:25:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12089.070313, 58.869339, 9011.786133>)
3:26:5 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12096.492188, 63.487587, 9043.692383>)
3:26:14 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12062.898438, 66.459900, 9091.658203>)
3:27:37 | "Survivor" (steamid=76561199061045416) executed kill command on: "76561198876649341"
3:27:53 | "Survivor" (steamid=76561199061045416) healed player (steamid=76561198876649341)
3:28:9 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:28:11 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:28:28 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:28:32 | "Survivor" (steamid=76561199061045416) healed player (steamid=76561198876649341)
3:28:35 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:28:37 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:28:39 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:28:41 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:28:48 | "Survivor" (steamid=76561199061045416) healed player (steamid=76561198876649341)
3:29:14 | "Survivor" (steamid=76561199061045416) executed kill command on: "76561198876649341"
3:29:40 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:29:41 | "Survivor" (steamid=76561199061045416) Froze player controls (steamid=76561198876649341)
3:29:47 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:29:54 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:30:1 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:30:5 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:30:9 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:30:10 | Player "[OST] Teppo" (steamId=76561198876649341) disconnected from server.
3:30:12 | Player "[OST] Teppo" (steamId=76561198876649341) disconnected from server.
3:30:38 | Player "[OST] Teppo" (steamId=76561198876649341) connected to server!
3:31:0 | Player "[OST] Teppo" (steamId=76561198876649341) connected to server!
3:31:31 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:31:33 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:31:34 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:31:36 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:31:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12061.455078, 53.978058, 9078.745117>)
3:32:1 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:32:10 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:32:31 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:32:58 | "76561199061045416" (steamid=76561199061045416) teleported to (pos=<4586.740234, 338.970123, 10225.299805>)
3:32:58 | "Survivor": (steamid=76561199061045416) teleported to (pos=4586.74,0,10225.3)
3:34:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4588.546875, 339.000000, 10208.155273>)
3:34:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4591.171875, 339.192657, 10180.377930>)
3:34:39 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4592.095703, 340.720520, 10161.911133>)
3:34:39 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4613.501953, 339.364746, 9834.443359>)
3:34:39 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4615.524414, 339.704285, 9782.383789>)
3:34:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4614.880859, 339.127930, 9786.578125>)
3:34:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4614.880859, 339.127930, 9786.578125>)
3:34:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4614.880859, 339.127930, 9786.578125>)
3:34:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4614.880859, 339.127930, 9786.578125>)
3:34:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4616.492188, 339.057831, 9807.486328>)
3:34:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4616.544922, 339.000031, 9807.572266>)
3:34:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4615.040527, 340.545807, 9782.865234>)
3:34:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4616.944336, 339.000000, 9799.613281>)
3:34:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4617.762695, 339.465942, 9782.964844>)
3:34:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4617.762695, 339.465942, 9782.964844>)
3:34:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4617.762695, 339.465942, 9782.964844>)
3:34:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4617.840820, 339.576691, 9780.872070>)
3:34:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4618.488281, 340.506531, 9765.505859>)
3:34:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4621.920898, 339.170654, 9705.008789>)
3:34:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4621.920898, 339.170654, 9705.008789>)
3:34:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4616.877930, 339.126740, 9717.757813>)
3:34:47 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4621.674805, 347.099243, 9670.382813>)
3:34:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4579.974121, 339.000031, 9640.338867>)
3:35:11 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:35:11 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561198876649341)
3:35:24 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
3:38:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4618.180664, 339.000000, 9572.330078>)
3:38:3 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4609.042969, 338.999969, 9560.000000>)
3:38:46 | "76561199061045416" (steamid=76561199061045416) teleported to (pos=<1364.089966, 288.668152, 9215.599609>)
3:38:46 | "Survivor": (steamid=76561199061045416) teleported to (pos=1364.09,0,9215.6)
3:39:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<1369.916382, 291.777008, 9303.867188>)
3:41:38 | "76561199061045416" (steamid=76561199061045416) teleported to (pos=<8153.160156, 474.040009, 9117.129883>)
3:41:38 | "Survivor": (steamid=76561199061045416) teleported to (pos=8153.16,0,9117.13)
3:41:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<8183.775879, 474.039978, 9079.517578>)
3:41:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<8230.299805, 469.305450, 9027.597656>)
3:42:59 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
3:42:59 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199231380369)
3:47:58 | Player "[U.S.A] Edge_Shot" (steamId=76561198956818598) disconnected from server.
3:48:9 | Player "[U.S.A] Alexa " (steamId=76561198105615546) disconnected from server.
3:48:11 | Player "[U.S.A] Alexa " (steamId=76561198105615546) disconnected from server.
3:49:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<3700.349609, 402.022583, 5930.303711>)
3:49:57 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<3709.725098, 405.398529, 5952.563965>)
4:6:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4634.666992, 344.065125, 10540.275391>)
4:6:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4620.901367, 339.000031, 10555.235352>)
4:7:15 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4644.208008, 341.033356, 10544.666992>)
4:7:16 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4640.985840, 344.432922, 10545.013672>)
4:7:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4638.792969, 345.222076, 10545.826172>)
4:7:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4635.472656, 345.459076, 10547.080078>)
4:7:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4569.072754, 344.397308, 10573.416992>)
4:7:47 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4576.999023, 343.833160, 10646.246094>)
4:7:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4554.096680, 339.000000, 10668.676758>)
4:8:13 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4556.242676, 338.999969, 10665.670898>)
4:8:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4577.214355, 339.019165, 10684.191406>)
4:8:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4591.785156, 339.000000, 10689.927734>)
4:8:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4606.169922, 339.010437, 10695.072266>)
4:8:51 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4549.425293, 339.902588, 10730.618164>)
4:11:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4471.968750, 342.674164, 10741.223633>)
4:12:30 | "Survivor" (steamid=76561199061045416) Spawned Item: (Ammo_308Win)
4:14:47 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4447.703613, 349.125885, 10813.389648>)
4:14:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4355.764648, 343.833405, 10954.346680>)
4:15:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4356.066406, 344.943390, 10952.418945>)
4:15:4 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4360.306641, 338.695496, 10933.633789>)
4:16:57 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4359.406738, 338.690033, 10954.541992>)
4:16:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4360.061523, 338.700562, 10946.835938>)
4:16:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4360.309082, 338.690002, 10939.458008>)
4:16:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4335.031250, 338.694946, 10946.249023>)
4:17:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4317.556152, 338.999969, 10947.585938>)
4:17:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4303.039551, 339.000000, 10959.305664>)
4:17:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4293.722168, 339.000000, 10962.372070>)
4:17:4 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4271.328613, 338.952545, 10966.752930>)
4:17:8 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4270.257813, 338.469513, 10991.205078>)
4:17:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4220.434082, 340.582733, 11003.125977>)
4:17:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4207.159180, 341.197357, 11001.571289>)
4:18:10 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4215.084961, 340.875183, 11003.259766>)
4:18:32 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4162.096680, 338.395691, 11029.706055>)
4:18:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4160.304199, 341.025726, 11057.769531>)
4:19:29 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4176.539551, 340.368591, 11056.083984>)
4:19:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4182.229492, 339.855682, 11055.896484>)
4:19:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4209.484863, 338.502533, 11076.046875>)
4:19:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4209.769531, 340.108673, 11076.138672>)
4:19:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4255.844727, 338.488373, 11101.051758>)
4:19:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4291.355469, 335.946198, 11116.998047>)
4:19:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4301.953613, 335.455597, 11118.249023>)
4:19:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4288.492676, 336.602325, 11107.123047>)
4:19:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4284.078125, 337.137543, 11103.244141>)
4:19:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4279.920898, 337.917328, 11099.170898>)
4:19:44 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4274.238281, 338.373535, 11093.750000>)
4:19:45 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4267.676758, 338.643372, 11087.552734>)
4:19:47 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4266.977051, 338.400696, 11076.817383>)
4:19:48 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4266.600586, 338.489929, 11069.588867>)
4:19:49 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4266.220703, 338.570313, 11062.322266>)
4:19:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4262.168457, 339.107941, 11055.923828>)
4:19:50 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4251.972168, 338.400024, 11044.203125>)
4:19:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4246.972656, 340.331146, 11038.889648>)
4:19:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4217.835449, 341.235565, 11048.883789>)
4:20:2 | "Survivor" (steamid=76561199061045416) /heal used on: "Survivor" (steamid=76561199061045416)
4:20:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4209.230957, 341.196747, 11025.324219>)
4:20:22 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:20:24 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:20:26 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:20:31 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4231.954590, 338.407410, 11040.434570>)
4:20:39 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4269.665039, 338.381378, 11036.471680>)
4:20:39 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4293.099121, 338.509064, 11029.871094>)
4:20:40 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4307.739746, 339.466400, 11015.477539>)
4:20:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4318.143066, 340.781372, 11006.368164>)
4:20:41 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4348.594727, 341.050690, 10979.316406>)
4:20:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4350.309082, 342.651093, 10977.255859>)
4:20:42 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4352.225098, 344.266998, 10974.913086>)
4:20:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4356.867188, 345.774994, 10969.837891>)
4:20:43 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<4440.717285, 344.148102, 10885.416992>)
4:20:47 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:20:50 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
4:21:10 | "Survivor" (steamid=76561199061045416) just updated a health stat on (steamid=76561199061045416)
